ModelYear,Manufacturer,Model,VehicleClass,EngineSize,Cylinders,Transmission,FUEL,FuelConsCity,FuelConsHwy,FuelConsComb,CO2
2015,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,14.6,10.4,12.8,294
2015,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,11.5,8.4,10.1,232
2015,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.1,10,12.2,281
2015,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.3,12.1,278
2015,LINCOLN,MKZ,MID-SIZE,2,4,AS6,X,10.5,7,8.9,205
2015,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.1,9.2,11.3,260
2015,LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,5.7,6,5.8,133
2015,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.8,14.2,327
2015,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.3,14.4,331
2015,MAZDA,CX-5,SUV - SMALL,2,4,AS6,X,8.9,7.3,8.2,189
2015,MAZDA,CX-5,SUV - SMALL,2,4,M6,X,9,6.8,8,184
2015,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,198
2015,MAZDA,CX-5 4WD,SUV - SMALL,2,4,AS6,X,9.3,7.6,8.5,196
2015,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.9,7.9,9,207
2015,MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2,10,12.3,283
2015,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.7,292
2015,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9,5.7,6.9,159
2015,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8,5.8,7,161
2015,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,170
2015,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.2,5.9,7.2,166
2015,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.4,8,184
2015,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8,5.9,7,161
2015,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2,5.9,7.1,163
2015,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,177
2015,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6,7.2,166
2015,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,186
2015,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.7,8.2,9.6,221
2015,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,225
2015,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.1,7.6,175
2015,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,186
2015,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,168
2015,MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,6.9,8.2,189
2015,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,6.9,8.4,193
2015,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,219
2015,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,7.3,8.6,198
2015,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8,7.1,8.6,198
2015,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.3,5.9,136
2015,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,5.5,6.4,147
2015,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,198
2015,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,209
2015,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.3,7.3,8.4,193
2015,MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,9.9,7.6,8.8,202
2015,MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.6,7.7,8.8,202
2015,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.4,8.5,9.6,221
2015,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,175
2015,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.3,7.4,9,207
2015,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.2,13.4,16.6,382
2015,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,283
2015,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,260
2015,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.8,10.3,12.7,292
2015,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.3,13.7,315
2015,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15,11.2,13.3,306
2015,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,X,8.5,7.2,7.9,182
2015,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,X,8.4,6.9,7.7,177
2015,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,X,8.8,7.5,8.2,189
2015,NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,179
2015,NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,177
2015,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11,8.2,9.8,225
2015,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.3,9.9,228
2015,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.7,9,9.4,216
2015,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.9,8.6,10.4,239
2015,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,246
2015,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.7,9,11,253
2015,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,202
2015,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12,8.7,10.5,242
2015,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,191
2015,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.5,196
2015,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,18.4,13.3,16.1,370
2015,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,14.3,17.2,396
2015,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8,6.1,7.2,166
2015,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.6,7.9,182
2015,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.5,6,6.8,156
2015,NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,177
2015,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16,12,14.2,327
2015,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,16,12.3,14.4,331
2015,RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,274
2015,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,274
2015,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,260
2015,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12,14.8,340
2015,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,10.9,13.6,313
2015,RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,290
2015,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,290
2015,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4,354
2015,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,324
2015,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,262
2015,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,225
2015,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4,147
2015,SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9,207
2015,SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9,207
2015,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.5,9.8,225
2015,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.8,8.5,9.8,225
2015,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.6,7.5,8.7,200
2015,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,221
2015,SUBARU,IMPREZA AWD,COMPACT,2,4,AV6,X,8.5,6.4,7.6,175
2015,SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.5,7,8.4,193
2015,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV6,X,8.5,6.4,7.6,175
2015,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M5,X,9.5,7,8.4,193
2015,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9,6.5,7.9,182
2015,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.8,9.4,216
2015,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,235
2015,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3,191
2015,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11,8.2,9.7,223
2015,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12,8.6,10.5,242
2015,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV6,X,9.1,7,8.1,186
2015,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,10.2,7.7,9.1,209
2015,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV6,X,7.9,6.9,7.5,173
2015,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8,294
2015,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8,294
2015,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,221
2015,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.7,6.9,8.4,193
2015,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11,7.7,9.5,218
2015,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,6,5.7,131
2015,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.7,6.1,5.9,136
2015,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,175
2015,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,163
2015,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3,168
2015,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.2,7.4,170
2015,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,156
2015,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.7,6,6.9,159
2015,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,9.5,10.7,246
2015,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1,255
2015,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13,9.8,11.6,267
2015,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.5,8.5,196
2015,TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,8.4,8.3,8.4,193
2015,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.6,4.9,4.7,108
2015,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.8,110
2015,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.4,5.8,5.6,129
2015,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9,205
2015,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.2,9.5,218
2015,TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9,205
2015,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.3,9.6,221
2015,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14,16.6,382
2015,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13,9.5,11.4,262
2015,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,288
2015,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.9,11.2,258
2015,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9.5,10.5,242
2015,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,14.5,11.3,13.1,301
2015,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,11.3,12.3,283
2015,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.9,11.5,12.3,283
2015,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,14.8,11.6,13.4,308
2015,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.3,12.3,14,322
2015,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,329
2015,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.8,15.2,350
2015,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,347
2015,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.5,14.2,16.6,382
2015,TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9,10.4,239
2015,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9,10.9,251
2015,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,242
2015,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,260
2015,TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,168
2015,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,163
2015,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,196
2015,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,200
2015,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,200
2015,VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,186
2015,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8,184
2015,VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9,182
2015,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8,184
2015,VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,X,10.4,7,8.9,205
2015,VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,9.5,6.9,8.4,193
2015,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,9.7,6.6,8.3,191
2015,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,9.8,6.7,8.4,193
2015,VOLVO,S60 POLESTAR AWD,COMPACT,3,6,AS6,X,12.8,8.9,11,253
2015,VOLVO,S60 T5 ,COMPACT,2,4,AS8,X,9.8,6.6,8.4,193
2015,VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,232
2015,VOLVO,S60 T6 AWD,COMPACT,3,6,AS6,X,12.9,9,11.2,258
2015,VOLVO,S80 T5,MID-SIZE,2,4,AS8,X,9.8,6.6,8.4,193
2015,VOLVO,S80 T6 AWD,MID-SIZE,3,6,AS6,X,12.9,9,11.2,258
2015,VOLVO,V60 CC,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,202
2015,VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3,237
2015,VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,AS6,X,12.8,8.9,11,253
2015,VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,X,9.8,6.6,8.4,193
2015,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,232
2015,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3,6,AS6,X,12.9,9,11.2,258
2015,VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,264
2015,VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,202
2015,VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13,9.4,11.4,262
2015,VOLVO,XC60 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9,274
2015,VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3,260
2015,VOLVO,XC70 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,202
2015,VOLVO,XC70 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9,274
