Date,Course,TimeIn,TimeOut,Diff,Minutes
10/16/2014,225,12:12:00 PM,1:16:00 PM,1:04,64
10/16/2014,225,2:55:00 AM,4:00:00 AM,1:05,65
10/16/2014,503,10:18:00 AM,11:45:00 AM,1:27,87
10/16/2014,225,1:26:00 AM,2:55:00 AM,1:29,89
10/16/2014,503,10:10:00 AM,11:45:00 AM,1:35,95
10/16/2014,503,2:55:00 AM,4:30:00 AM,1:35,95
10/16/2014,503,10:12:00 AM,12:00:00 PM,1:48,108
10/16/2014,225,10:30:00 AM,1:00:00 PM,2:30,150
10/16/2014,503,9:30:00 AM,12:00:00 PM,2:30,150
10/16/2014,503,9:30:00 AM,12:00:00 PM,2:30,150
10/17/2014,225,9:10:00 AM,9:17:00 AM,0:07,7
10/17/2014,301,12:05:00 PM,12:27:00 PM,0:22,22
10/17/2014,225,10:30:00 AM,11:02:00 AM,0:32,32
10/17/2014,225,10:27:00 AM,11:00:00 AM,0:33,33
10/17/2014,225,12:29:00 PM,1:23:00 PM,0:54,54
10/17/2014,301,3:50:00 AM,4:45:00 AM,0:55,55
10/17/2014,301,9:55:00 AM,10:50:00 AM,0:55,55
10/17/2014,225,9:32:00 AM,10:30:00 AM,0:58,58
10/17/2014,301,10:20:00 AM,11:20:00 AM,1:00,60
10/17/2014,225,10:00:00 AM,11:30:00 AM,1:30,90
10/17/2014,301,12:58:00 PM,2:30:00 PM,1:32,92
10/17/2014,225,9:30:00 AM,11:10:00 AM,1:40,100
10/17/2014,225,9:30:00 AM,11:10:00 AM,1:40,100
10/17/2014,225,9:30:00 AM,11:10:00 AM,1:40,100
10/17/2014,225,10:40:00 AM,12:35:00 PM,1:55,115
10/17/2014,113,1:30:00 AM,3:30:00 AM,2:00,120
10/17/2014,225,10:00:00 AM,12:30:00 PM,2:30,150
10/17/2014,225,10:00:00 AM,1:05:00 PM,3:05,185
10/20/2014,225,10:50:00 AM,11:15:00 AM,0:25,25
10/20/2014,301,4:15:00 AM,4:53:00 AM,0:38,38
10/20/2014,225,10:30:00 AM,11:15:00 AM,0:45,45
10/20/2014,301,2:45:00 AM,3:30:00 AM,0:45,45
10/20/2014,225,1:30:00 AM,2:18:00 AM,0:48,48
10/20/2014,301,11:18:00 AM,12:07:00 PM,0:49,49
10/20/2014,225,12:30:00 PM,1:20:00 PM,0:50,50
10/20/2014,225,10:30:00 AM,11:26:00 AM,0:56,56
10/20/2014,301,12:30:00 PM,1:30:00 PM,1:00,60
10/20/2014,301,8:30:00 AM,9:30:00 AM,1:00,60
10/20/2014,301,2:30:00 AM,3:30:00 AM,1:00,60
10/20/2014,301,3:25:00 AM,4:53:00 AM,1:28,88
10/20/2014,225,11:00:00 AM,12:45:00 PM,1:45,105
10/20/2014,225,1:00:00 AM,4:00:00 AM,3:00,180
10/21/2014,503,10:33:00 AM,11:00:00 AM,0:27,27
10/21/2014,301,10:20:00 AM,10:50:00 AM,0:30,30
10/21/2014,301,11:01:00 AM,11:48:00 AM,0:47,47
10/21/2014,503,10:30:00 AM,11:30:00 AM,1:00,60
10/21/2014,503,10:32:00 AM,11:50:00 AM,1:18,78
10/21/2014,503,10:31:00 AM,12:10:00 PM,1:39,99
10/21/2014,301,10:50:00 AM,12:39:00 PM,1:49,109
10/22/2014,301,9:50:00 AM,10:03:00 AM,0:13,13
10/22/2014,301,12:30:00 PM,12:48:00 PM,0:18,18
10/22/2014,301,11:46:00 AM,12:09:00 PM,0:23,23
10/22/2014,301,3:25:00 AM,3:50:00 AM,0:25,25
10/22/2014,113,9:50:00 AM,10:20:00 AM,0:30,30
10/22/2014,301,11:28:00 AM,12:00:00 PM,0:32,32
10/22/2014,301,11:30:00 AM,12:05:00 PM,0:35,35
10/22/2014,301,9:45:00 AM,10:20:00 AM,0:35,35
10/22/2014,113,9:45:00 AM,10:20:00 AM,0:35,35
10/22/2014,301,10:20:00 AM,10:57:00 AM,0:37,37
10/22/2014,301,10:20:00 AM,10:57:00 AM,0:37,37
10/22/2014,301,10:30:00 AM,11:20:00 AM,0:50,50
10/22/2014,301,2:20:00 AM,3:30:00 AM,1:10,70
10/22/2014,301,9:30:00 AM,11:20:00 AM,1:50,110
10/22/2014,113,3:30:00 AM,5:30:00 AM,2:00,120
10/22/2014,301,3:28:00 AM,5:30:00 AM,2:02,122
10/23/2014,301,1:08:00 AM,1:17:00 AM,0:09,9
10/23/2014,350,1:00:00 AM,1:15:00 AM,0:15,15
10/23/2014,301,3:30:00 AM,3:50:00 AM,0:20,20
10/23/2014,225,1:50:00 AM,2:18:00 AM,0:28,28
10/23/2014,350,2:45:00 AM,3:20:00 AM,0:35,35
10/23/2014,350,2:19:00 AM,3:03:00 AM,0:44,44
10/23/2014,301,3:30:00 AM,4:15:00 AM,0:45,45
10/23/2014,301,12:30:00 PM,1:17:00 PM,0:47,47
10/23/2014,350,1:28:00 AM,2:25:00 AM,0:57,57
10/23/2014,301,2:17:00 AM,3:14:00 AM,0:57,57
10/23/2014,301,1:40:00 AM,2:40:00 AM,1:00,60
10/23/2014,225,2:35:00 AM,3:40:00 AM,1:05,65
10/23/2014,301,12:00:00 PM,1:10:00 PM,1:10,70
10/23/2014,301,12:15:00 PM,1:30:00 PM,1:15,75
10/23/2014,350,3:08:00 AM,4:30:00 AM,1:22,82
10/23/2014,301,2:35:00 AM,4:00:00 AM,1:25,85
10/23/2014,350,10:59:00 AM,12:44:00 PM,1:45,105
10/23/2014,350,1:30:00 AM,4:30:00 AM,3:00,180
10/24/2014,113,1:28:00 PM,1:28:00 PM,0:00,0
10/24/2014,301,10:30:00 AM,10:40:00 AM,0:10,10
10/24/2014,301,2:32:00 AM,2:50:00 AM,0:18,18
10/24/2014,301,2:32:00 AM,2:50:00 AM,0:18,18
10/24/2014,113,2:00:00 AM,2:20:00 AM,0:20,20
10/24/2014,113,2:00:00 AM,2:20:00 AM,0:20,20
10/24/2014,301,9:00:00 AM,9:23:00 AM,0:23,23
10/24/2014,301,9:00:00 AM,9:23:00 AM,0:23,23
10/24/2014,225,10:45:00 AM,11:15:00 AM,0:30,30
10/24/2014,225,10:45:00 AM,11:15:00 AM,0:30,30
10/24/2014,3.01,9:45:00 AM,10:20:00 AM,0:35,35
10/24/2014,301,1:32:00 AM,2:10:00 AM,0:38,38
10/24/2014,301,1:32:00 AM,2:10:00 AM,0:38,38
10/24/2014,225,12:33:00 PM,1:12:00 PM,0:39,39
10/24/2014,225,12:33:00 PM,1:12:00 PM,0:39,39
10/24/2014,301,1:32:00 AM,2:11:00 AM,0:39,39
10/24/2014,301,1:32:00 AM,2:11:00 AM,0:39,39
10/24/2014,301,10:30:00 AM,11:10:00 AM,0:40,40
10/24/2014,301,10:30:00 AM,11:10:00 AM,0:40,40
10/24/2014,301,9:45:00 AM,10:40:00 AM,0:55,55
10/24/2014,301,8:30:00 AM,9:30:00 AM,1:00,60
10/24/2014,301,8:30:00 AM,9:30:00 AM,1:00,60
10/24/2014,113,1:31:00 AM,2:35:00 AM,1:04,64
10/24/2014,113,1:31:00 AM,2:35:00 AM,1:04,64
10/24/2014,301,8:35:00 AM,9:40:00 AM,1:05,65
10/24/2014,301,8:35:00 AM,9:40:00 AM,1:05,65
10/24/2014,301,9:16:00 AM,10:21:00 AM,1:05,65
10/24/2014,301,9:16:00 AM,10:21:00 AM,1:05,65
10/24/2014,301,11:08:00 AM,12:33:00 PM,1:25,85
10/24/2014,301,11:08:00 AM,12:33:00 PM,1:25,85
10/24/2014,113,1:28:00 AM,3:27:00 AM,1:59,119
10/24/2014,113,1:28:00 AM,3:27:00 AM,1:59,119
10/24/2014,113,1:28:00 AM,3:27:00 AM,1:59,119
10/24/2014,301,12:17:00 PM,2:20:00 PM,2:03,123
10/24/2014,301,12:17:00 PM,2:20:00 PM,2:03,123
10/24/2014,301,12:32:00 PM,4:20:00 PM,3:48,228
10/24/2014,301,12:30:00 PM,4:20:00 PM,3:50,230
10/27/2014,301,11:07:00 AM,11:08:00 AM,0:01,1
10/27/2014,225,10:27:00 AM,10:55:00 AM,0:28,28
10/27/2014,301,11:26:00 AM,12:11:00 PM,0:45,45
10/27/2014,301,10:55:00 AM,11:40:00 AM,0:45,45
10/27/2014,225,12:27:00 PM,1:13:00 PM,0:46,46
10/27/2014,301,8:20:00 AM,9:26:00 AM,1:06,66
10/27/2014,225,2:45:00 AM,4:10:00 AM,1:25,85
10/27/2014,301,2:42:00 AM,4:10:00 AM,1:28,88
10/27/2014,301,9:40:00 AM,11:10:00 AM,1:30,90
10/27/2014,301,11:00:00 AM,12:30:00 PM,1:30,90
10/27/2014,301,2:30:00 AM,4:10:00 AM,1:40,100
10/27/2014,301,10:27:00 AM,12:14:00 PM,1:47,107
10/27/2014,225,10:00:00 AM,1:30:00 PM,3:30,210
10/28/2014,301,4:15:00 AM,4:30:00 AM,0:15,15
10/28/2014,225,3:25:00 AM,3:40:00 AM,0:15,15
10/28/2014,503,10:30:00 AM,11:40:00 AM,1:10,70
10/28/2014,225,12:00:00 PM,2:05:00 PM,2:05,125
10/29/2014,301,3:00:00 AM,3:10:00 AM,0:10,10
10/29/2014,301,3:33:00 AM,3:46:00 AM,0:13,13
10/29/2014,301,10:56:00 AM,11:20:00 AM,0:24,24
10/29/2014,113,10:20:00 AM,10:55:00 AM,0:35,35
10/29/2014,301,9:41:00 AM,10:20:00 AM,0:39,39
10/29/2014,225,12:27:00 PM,1:19:00 PM,0:52,52
10/29/2014,225,4:30:00 AM,5:31:00 AM,1:01,61
10/29/2014,113,3:00:00 AM,4:05:00 AM,1:05,65
10/29/2014,225,12:00:00 PM,1:15:00 PM,1:15,75
10/29/2014,225,12:00:00 PM,1:15:00 PM,1:15,75
10/29/2014,301,3:10:00 AM,4:30:00 AM,1:20,80
10/29/2014,225,1:25:00 AM,3:00:00 AM,1:35,95
10/29/2014,225,12:55:00 PM,2:46:00 PM,1:51,111
10/29/2014,301,12:28:00 PM,3:35:00 PM,3:07,187
10/30/2014,301,10:05:00 AM,10:15:00 AM,0:10,10
10/30/2014,350,10:40:00 AM,10:50:00 AM,0:10,10
10/30/2014,113,2:45:00 AM,2:56:00 AM,0:11,11
10/30/2014,350,12:20:00 PM,12:40:00 PM,0:20,20
10/30/2014,350,11:30:00 AM,11:50:00 AM,0:20,20
10/30/2014,225,12:54:00 PM,1:26:00 PM,0:32,32
10/30/2014,301,12:50:00 PM,1:23:00 PM,0:33,33
10/30/2014,301,4:26:00 AM,5:00:00 AM,0:34,34
10/30/2014,225,2:00:00 AM,2:35:00 AM,0:35,35
10/30/2014,,2:45:00 AM,3:20:00 AM,0:35,35
10/30/2014,301,11:20:00 AM,12:00:00 PM,0:40,40
10/30/2014,225,10:19:00 AM,11:06:00 AM,0:47,47
10/30/2014,301,10:46:00 AM,11:41:00 AM,0:55,55
10/30/2014,113,1:25:00 AM,2:22:00 AM,0:57,57
10/30/2014,225,1:30:00 AM,2:30:00 AM,1:00,60
10/30/2014,225,2:58:00 AM,4:01:00 AM,1:03,63
10/30/2014,225,1:30:00 AM,2:38:00 AM,1:08,68
10/30/2014,225,2:58:00 AM,4:09:00 AM,1:11,71
10/30/2014,225,10:24:00 AM,11:36:00 AM,1:12,72
10/30/2014,225,12:00:00 PM,1:20:00 PM,1:20,80
10/30/2014,350,12:55:00 PM,2:23:00 PM,1:28,88
10/30/2014,301,11:30:00 AM,1:00:00 PM,1:30,90
10/30/2014,301,1:00:00 AM,2:30:00 AM,1:30,90
10/30/2014,225,1:00:00 AM,2:30:00 AM,1:30,90
10/30/2014,225,10:00:00 AM,11:30:00 AM,1:30,90
10/30/2014,225,1:30:00 AM,3:00:00 AM,1:30,90
10/30/2014,225,10:00:00 AM,11:30:00 AM,1:30,90
10/30/2014,301,3:50:00 AM,5:30:00 AM,1:40,100
10/30/2014,301,1:40:00 AM,3:20:00 AM,1:40,100
10/30/2014,301,10:10:00 AM,11:57:00 AM,1:47,107
10/30/2014,225,10:13:00 AM,12:07:00 PM,1:54,114
10/30/2014,225,9:50:00 AM,11:47:00 AM,1:57,117
10/30/2014,225,11:30:00 AM,1:30:00 PM,2:00,120
10/30/2014,225,2:00:00 AM,4:20:00 AM,2:20,140
10/30/2014,301,11:30:00 AM,1:50:00 PM,2:20,140
10/31/2014,301,8:30:00 AM,9:10:00 AM,0:40,40
10/31/2014,301,1:35:00 AM,2:16:00 AM,0:41,41
10/31/2014,225,9:21:00 AM,10:12:00 AM,0:51,51
10/31/2014,225,12:28:00 PM,1:20:00 PM,0:52,52
10/31/2014,225,10:30:00 AM,11:25:00 AM,0:55,55
10/31/2014,225,9:00:00 AM,10:00:00 AM,1:00,60
10/31/2014,225,12:05:00 PM,1:10:00 PM,1:05,65
10/31/2014,225,12:05:00 PM,1:10:00 PM,1:05,65
10/31/2014,301,8:00:00 AM,9:05:00 AM,1:05,65
10/31/2014,225,12:00:00 PM,1:09:00 PM,1:09,69
10/31/2014,113,9:51:00 AM,11:24:00 AM,1:33,93
10/31/2014,225,11:30:00 AM,1:09:00 PM,1:39,99
10/31/2014,225,10:30:00 AM,12:15:00 PM,1:45,105
10/31/2014,301,9:38:00 AM,11:30:00 AM,1:52,112
10/31/2014,301,9:40:00 AM,11:40:00 AM,2:00,120
10/31/2014,225,9:30:00 AM,12:05:00 PM,2:35,155
10/31/2014,225,9:30:00 AM,1:10:00 PM,3:40,220
11/3/2014,301,12:45:00 PM,1:20:00 PM,0:35,35
11/3/2014,301,11:22:00 AM,12:18:00 PM,0:56,56
11/3/2014,301,2:10:00 AM,3:10:00 AM,1:00,60
11/3/2014,301,8:30:00 AM,9:35:00 AM,1:05,65
11/3/2014,225,11:00:00 AM,12:25:00 PM,1:25,85
11/3/2014,301,10:30:00 AM,12:00:00 PM,1:30,90
11/3/2014,301,3:36:00 AM,5:24:00 AM,1:48,108
11/3/2014,225,1:30:00 AM,3:30:00 AM,2:00,120
11/3/2014,301,3:10:00 AM,5:21:00 AM,2:11,131
11/3/2014,301,12:00:00 PM,2:25:00 PM,2:25,145
11/3/2014,225,10:45:00 AM,1:15:00 PM,2:30,150
11/3/2014,225,12:53:00 PM,3:30:00 PM,2:37,157
11/3/2014,225,12:52:00 PM,4:48:00 PM,3:56,236
11/4/2014,301,1:30:00 AM,1:48:00 AM,0:18,18
11/4/2014,301,10:32:00 AM,10:52:00 AM,0:20,20
11/4/2014,301,1:21:00 AM,1:55:00 AM,0:34,34
11/4/2014,113,3:34:00 AM,4:12:00 AM,0:38,38
11/4/2014,113,10:30:00 AM,11:10:00 AM,0:40,40
11/4/2014,301,2:33:00 AM,3:15:00 AM,0:42,42
11/4/2014,301,2:33:00 AM,3:15:00 AM,0:42,42
11/4/2014,301,12:40:00 PM,1:33:00 PM,0:53,53
11/4/2014,301,12:40:00 PM,1:50:00 PM,1:10,70
11/4/2014,301,3:00:00 AM,4:12:00 AM,1:12,72
11/4/2014,503,10:23:00 AM,11:38:00 AM,1:15,75
11/4/2014,0:00,8:57:00 AM,10:13:00 AM,1:16,76
11/4/2014,503,10:31:00 AM,11:48:00 AM,1:17,77
11/4/2014,503,10:00:00 AM,11:20:00 AM,1:20,80
11/4/2014,301,8:45:00 AM,10:05:00 AM,1:20,80
11/4/2014,301,3:00:00 AM,4:25:00 AM,1:25,85
11/4/2014,503,10:25:00 AM,11:51:00 AM,1:26,86
11/4/2014,301,2:30:00 AM,4:30:00 AM,2:00,120
11/4/2014,301,2:00:00 AM,4:16:00 AM,2:16,136
11/4/2014,301,2:00:00 AM,4:25:00 AM,2:25,145
11/4/2014,301,11:00:00 AM,2:15:00 PM,3:15,195
11/4/2014,301,11:30:00 AM,4:15:00 PM,4:45,285
11/10/2014,113,3:31:00 AM,3:45:00 AM,0:14,14
11/10/2014,350,12:40:00 PM,12:55:00 PM,0:15,15
11/10/2014,113,10:25:00 AM,10:50:00 AM,0:25,25
11/10/2014,350,12:53:00 PM,1:40:00 PM,0:47,47
11/10/2014,225,2:20:00 AM,3:20:00 AM,1:00,60
11/10/2014,301,11:00:00 AM,12:00:00 PM,1:00,60
11/10/2014,301,8:30:00 AM,9:35:00 AM,1:05,65
11/10/2014,225,11:40:00 AM,1:33:00 PM,1:53,113
11/11/2014,501,11:35:00 AM,11:43:00 AM,0:08,8
11/11/2014,501,11:25:00 AM,11:43:00 AM,0:18,18
11/11/2014,301,11:33:00 AM,12:33:00 PM,1:00,60
11/11/2014,503,10:32:00 AM,11:36:00 AM,1:04,64
11/11/2014,503,10:23:00 AM,11:35:00 AM,1:12,72
11/11/2014,301,12:30:00 PM,2:36:00 PM,2:06,126
11/11/2014,301,11:27:00 AM,2:05:00 PM,2:38,158
11/12/2014,503,10:24:00 AM,10:35:00 AM,0:11,11
11/12/2014,301,11:57:00 AM,1:15:00 PM,1:18,78
11/13/2014,350,1:45:00 AM,1:50:00 AM,0:05,5
11/13/2014,350,2:30:00 AM,2:45:00 AM,0:15,15
11/13/2014,350,12:32:00 PM,12:56:00 PM,0:24,24
11/13/2014,225,12:30:00 PM,1:00:00 PM,0:30,30
11/13/2014,350,3:15:00 AM,4:15:00 AM,1:00,60
11/13/2014,301,2:56:00 AM,4:03:00 AM,1:07,67
11/13/2014,225,4:00:00 AM,6:20:00 AM,2:20,140
11/14/2014,301,10:25:00 AM,10:51:00 AM,0:26,26
11/14/2014,113,1:30:00 AM,2:29:00 AM,0:59,59
11/14/2014,301,3:30:00 AM,4:45:00 AM,1:15,75
11/14/2014,301,8:45:00 AM,11:25:00 AM,2:40,160
11/17/2014,301,10:30:00 AM,10:35:00 AM,0:05,5
11/17/2014,225,12:25:00 PM,12:30:00 PM,0:05,5
11/17/2014,301,11:26:00 AM,11:40:00 AM,0:14,14
11/17/2014,301,8:30:00 AM,9:35:00 AM,1:05,65
11/17/2014,301,3:21:00 AM,4:30:00 AM,1:09,69
11/18/2014,301,12:30:00 PM,1:00:00 PM,0:30,30
11/18/2014,503,11:00:00 AM,11:31:00 AM,0:31,31
11/18/2014,301,11:06:00 AM,12:10:00 PM,1:04,64
11/18/2014,503,10:40:00 AM,11:45:00 AM,1:05,65
11/18/2014,503,10:30:00 AM,11:36:00 AM,1:06,66
11/18/2014,503,10:35:00 AM,11:45:00 AM,1:10,70
11/19/2014,301,11:30:00 AM,11:40:00 AM,0:10,10
11/19/2014,301,11:12:00 AM,11:42:00 AM,0:30,30
11/19/2014,301,9:30:00 AM,10:00:00 AM,0:30,30
11/19/2014,301,11:00:00 AM,11:40:00 AM,0:40,40
11/19/2014,225,12:26:00 PM,1:21:00 PM,0:55,55
11/19/2014,301,3:00:00 AM,4:00:00 AM,1:00,60
11/19/2014,113,3:00:00 AM,4:10:00 AM,1:10,70
11/19/2014,301,3:00:00 AM,4:15:00 AM,1:15,75
11/19/2014,301,3:00:00 AM,4:15:00 AM,1:15,75
11/19/2014,301,11:35:00 AM,2:45:00 PM,3:10,190
11/20/2014,301,9:05:00 AM,9:30:00 AM,0:25,25
11/20/2014,301,1:00:00 AM,1:28:00 AM,0:28,28
11/20/2014,301,10:15:00 AM,10:45:00 AM,0:30,30
11/20/2014,225,10:30:00 AM,11:08:00 AM,0:38,38
11/20/2014,225,12:23:00 PM,1:13:00 PM,0:50,50
11/20/2014,301,4:00:00 AM,5:00:00 AM,1:00,60
11/20/2014,225,9:00:00 AM,10:30:00 AM,1:30,90
11/20/2014,301,2:45:00 AM,4:30:00 AM,1:45,105
11/20/2014,301,9:30:00 AM,11:20:00 AM,1:50,110
11/20/2014,301,9:30:00 AM,11:30:00 AM,2:00,120
11/20/2014,301,12:30:00 PM,2:40:00 PM,2:10,130
11/21/2014,301,2:28:00 AM,2:37:00 AM,0:09,9
11/21/2014,301,1:24:00 AM,1:56:00 AM,0:32,32
11/21/2014,301,2:00:00 AM,2:40:00 AM,0:40,40
11/21/2014,113,3:34:00 AM,4:53:00 AM,1:19,79
11/21/2014,301,1:20:00 AM,3:15:00 AM,1:55,115
11/24/2014,301,1:29:00 AM,1:39:00 AM,0:10,10
11/24/2014,301,11:20:00 AM,11:50:00 AM,0:30,30
11/24/2014,301,4:00:00 AM,4:45:00 AM,0:45,45
11/24/2014,301,11:15:00 AM,12:05:00 PM,0:50,50
11/24/2014,301,1:36:00 AM,2:30:00 AM,0:54,54
11/24/2014,301,8:30:00 AM,9:30:00 AM,1:00,60
11/24/2014,301,2:30:00 AM,3:30:00 AM,1:00,60
11/24/2014,301,12:27:00 PM,1:36:00 PM,1:09,69
11/24/2014,301,11:52:00 AM,1:34:00 PM,1:42,102
11/25/2014,301,8:32:00 AM,9:01:00 AM,0:29,29
11/25/2014,301,3:47:00 AM,4:30:00 AM,0:43,43
11/25/2014,301,12:00:00 PM,1:00:00 PM,1:00,60
11/25/2014,301,11:05:00 AM,12:10:00 PM,1:05,65
11/25/2014,301,9:36:00 AM,10:50:00 AM,1:14,74
12/1/2014,225,2:16:00 AM,2:50:00 AM,0:34,34
12/1/2014,301,8:30:00 AM,9:30:00 AM,1:00,60
12/1/2014,225,12:27:00 PM,1:35:00 PM,1:08,68
12/1/2014,301,1:27:00 AM,4:12:00 AM,2:45,165
12/2/2014,503,10:30:00 AM,11:00:00 AM,0:30,30
12/2/2014,503,10:35:00 AM,11:25:00 AM,0:50,50
12/2/2014,503,10:30:00 AM,11:20:00 AM,0:50,50
12/2/2014,503,10:30:00 AM,11:30:00 AM,1:00,60
12/2/2014,350,10:20:00 AM,11:20:00 AM,1:00,60
12/2/2014,503,10:15:00 AM,11:30:00 AM,1:15,75
12/2/2014,301,2:45:00 AM,4:05:00 AM,1:20,80
12/2/2014,301,12:30:00 PM,1:50:00 PM,1:20,80
12/2/2014,225,10:15:00 AM,11:43:00 AM,1:28,88
12/2/2014,301,12:30:00 PM,2:00:00 PM,1:30,90
12/2/2014,301,12:05:00 PM,1:49:00 PM,1:44,104
12/3/2014,301,4:38:00 AM,4:45:00 AM,0:07,7
12/3/2014,301,12:33:00 PM,12:42:00 PM,0:09,9
12/3/2014,301,12:33:00 PM,12:42:00 PM,0:09,9
12/3/2014,301,2:32:00 AM,3:08:00 AM,0:36,36
12/3/2014,301,9:35:00 AM,10:15:00 AM,0:40,40
12/3/2014,301,12:15:00 PM,1:00:00 PM,0:45,45
12/3/2014,301,12:27:00 PM,1:13:00 PM,0:46,46
12/3/2014,225,12:23:00 PM,1:13:00 PM,0:50,50
12/3/2014,301,11:09:00 AM,12:00:00 PM,0:51,51
12/3/2014,225,4:30:00 AM,5:30:00 AM,1:00,60
12/3/2014,225,1:20:00 AM,2:20:00 AM,1:00,60
12/3/2014,225,4:29:00 AM,5:33:00 AM,1:04,64
12/3/2014,301,2:10:00 AM,3:30:00 AM,1:20,80
12/3/2014,225,11:30:00 AM,1:15:00 PM,1:45,105
12/3/2014,225,11:30:00 AM,1:15:00 PM,1:45,105
12/3/2014,301,11:00:00 AM,1:30:00 PM,2:30,150
12/4/2014,350,1:00:00 AM,1:06:00 AM,0:06,6
12/4/2014,350,12:40:00 PM,12:50:00 PM,0:10,10
12/4/2014,350,1:50:00 AM,2:10:00 AM,0:20,20
12/4/2014,301,12:35:00 PM,1:00:00 PM,0:25,25
12/4/2014,350,3:00:00 AM,3:30:00 AM,0:30,30
12/4/2014,350,1:05:00 AM,2:20:00 AM,1:15,75
12/4/2014,225,9:38:00 AM,10:58:00 AM,1:20,80
12/4/2014,301,9:30:00 AM,11:00:00 AM,1:30,90
12/4/2014,225,9:30:00 AM,11:00:00 AM,1:30,90
12/4/2014,301,3:30:00 AM,3:23:00 PM,11:53,713
12/5/2014,113,9:35:00 AM,9:51:00 AM,0:16,16
12/5/2014,301,3:55:00 AM,4:25:00 AM,0:30,30
12/5/2014,,9:45:00 AM,10:20:00 AM,0:35,35
12/5/2014,225,12:25:00 PM,1:08:00 PM,0:43,43
12/5/2014,225,9:50:00 AM,10:53:00 AM,1:03,63
12/5/2014,225,12:00:00 PM,1:15:00 PM,1:15,75
12/5/2014,225,12:00:00 PM,1:15:00 PM,1:15,75
12/5/2014,225,9:30:00 AM,10:50:00 AM,1:20,80
12/5/2014,225,8:40:00 AM,10:18:00 AM,1:38,98
12/5/2014,225,10:30:00 AM,12:10:00 PM,1:40,100
12/5/2014,301,1:30:00 AM,3:30:00 AM,2:00,120
12/5/2014,301,8:40:00 AM,1:20:00 PM,4:40,280
12/8/2014,225,12:20:00 PM,12:39:00 PM,0:19,19
12/8/2014,301,11:20:00 AM,11:45:00 AM,0:25,25
12/8/2014,301,9:50:00 AM,10:18:00 AM,0:28,28
12/8/2014,225,2:30:00 AM,3:00:00 AM,0:30,30
12/8/2014,301,3:30:00 AM,4:01:00 AM,0:31,31
12/8/2014,225,2:52:00 AM,3:30:00 AM,0:38,38
12/8/2014,225,2:52:00 AM,3:30:00 AM,0:38,38
12/8/2014,301,10:51:00 AM,11:35:00 AM,0:44,44
12/8/2014,225,12:26:00 PM,1:12:00 PM,0:46,46
12/8/2014,225,4:45:00 AM,5:40:00 AM,0:55,55
12/8/2014,225,12:00:00 PM,1:00:00 PM,1:00,60
12/8/2014,301,2:00:00 AM,3:00:00 AM,1:00,60
12/8/2014,225,3:00:00 AM,4:10:00 AM,1:10,70
12/8/2014,301,12:33:00 PM,1:47:00 PM,1:14,74
12/8/2014,225,1:30:00 AM,2:45:00 AM,1:15,75
12/8/2014,301,10:00:00 AM,11:20:00 AM,1:20,80
12/8/2014,301,9:45:00 AM,11:10:00 AM,1:25,85
12/8/2014,225,11:30:00 AM,1:00:00 PM,1:30,90
12/8/2014,225,1:20:00 AM,2:53:00 AM,1:33,93
12/8/2014,225,11:20:00 AM,12:55:00 PM,1:35,95
12/8/2014,225,10:45:00 AM,12:20:00 PM,1:35,95
12/8/2014,225,11:30:00 AM,1:15:00 PM,1:45,105
12/8/2014,301,1:21:00 AM,3:15:00 AM,1:54,114
12/8/2014,225,12:40:00 PM,2:35:00 PM,1:55,115
12/8/2014,225,12:32:00 PM,2:44:00 PM,2:12,132
12/8/2014,225,3:00:00 AM,5:45:00 AM,2:45,165
12/8/2014,225,12:49:00 PM,4:20:00 PM,3:31,211
12/8/2014,225,12:49:00 PM,4:20:00 PM,3:31,211
12/9/2014,225,1:15:00 AM,2:00:00 AM,0:45,45
12/9/2014,225,3:06:00 AM,4:00:00 AM,0:54,54
12/9/2014,503,10:36:00 AM,11:30:00 AM,0:54,54
12/9/2014,503,10:32:00 AM,11:30:00 AM,0:58,58
12/9/2014,301,12:30:00 PM,1:30:00 PM,1:00,60
12/9/2014,503,10:20:00 AM,11:20:00 AM,1:00,60
12/9/2014,503,10:30:00 AM,11:30:00 AM,1:00,60
12/9/2014,503,10:30:00 AM,11:35:00 AM,1:05,65
12/9/2014,225,1:20:00 AM,2:30:00 AM,1:10,70
12/9/2014,225,3:11:00 AM,4:30:00 AM,1:19,79
12/9/2014,301,3:04:00 AM,4:30:00 AM,1:26,86
12/9/2014,225,12:00:00 PM,1:30:00 PM,1:30,90
12/9/2014,225,12:00:00 PM,1:30:00 PM,1:30,90
12/9/2014,225,10:30:00 AM,12:30:00 PM,2:00,120
12/9/2014,225,10:30:00 AM,12:30:00 PM,2:00,120
12/9/2014,301,9:20:00 AM,12:30:00 PM,3:10,190
12/9/2014,225,1:00:00 AM,4:20:00 AM,3:20,200
12/10/2014,225,11:15:00 AM,11:55:00 AM,0:40,40
12/10/2014,225,2:00:00 AM,3:00:00 AM,1:00,60
12/10/2014,225,4:20:00 AM,5:26:00 AM,1:06,66
12/10/2014,225,12:35:00 PM,2:00:00 PM,1:25,85
12/10/2014,225,11:00:00 AM,1:10:00 PM,2:10,130
12/11/2014,,3:54:00 AM,4:44:00 AM,0:50,50
12/15/2014,301,9:45:00 AM,9:50:00 AM,0:05,5
12/15/2014,113,3:38:00 AM,4:30:00 AM,0:52,52
